Liste de régions : Tone_Peoples_1_F4_2006.wav

Nom                                Début           Fin      Longueur
d7+d4_s_tête de rat         00:25:52,227  00:25:53,460  00:00:01,233
(d'après ama: même schéma tonal pour "tête de souris" et "oreille de souris")  00:21:03,223  00:21:20,522  00:00:17,298
d7+d5a_s_anneau lisu_détachant les syllabes  00:04:35,197  00:04:36,956  00:00:01,758
d7+d5a_s_tapis de selle lisu  00:13:44,768  00:13:46,254  00:00:01,486
d7+d5a_s_tapis de selle lisu  00:23:59,273  00:24:00,783  00:00:01,509
d7+d5a_s_tapis de selle lisu  00:24:14,459  00:24:15,922  00:00:01,462
d7+d5a_s_tapis de selle lisu_détachant les syllabes  00:24:01,851  00:24:04,150  00:00:02,298
d7+d5a_s_tapis de selle lisu_hyper-articulé)  00:24:07,290  00:24:09,026  00:00:01,735
d7+d5b_s_tabouret lisu      00:12:53,591  00:12:54,810  00:00:01,219
d7+d5b_s_tabouret lisu      00:13:00,278  00:13:01,579  00:00:01,300
d7+d6_a_oeil de rat_erreur  00:21:58,533  00:21:59,903  00:00:01,369
d7+d6_a_oeil de rat_erreur  00:22:08,610  00:22:09,934  00:00:01,323
d7+d6_s_oeil de rat         00:21:24,771  00:21:26,164  00:00:01,393
d7+d6_s_oeil de rat         00:24:31,096  00:24:32,571  00:00:01,474
d7+d6_s_oeil de rat_détachant les syllabes  00:21:33,966  00:21:36,334  00:00:02,368
d7+d6_s_oeil de rat_détachant les syllabes  00:21:52,403  00:21:54,446  00:00:02,043
d7+d6_s_oeil de rat_deux dernières syllabes)  00:21:27,592  00:21:31,354  00:00:03,761
d7+d6_s_oeil de rat_deux dernières syllabes)  00:21:37,828  00:21:38,575  00:00:00,747
d7+d6_s_oeil de rat_deux dernières syllabes)  00:21:44,415  00:21:47,503  00:00:03,088
d7+d7_s_boucle d'oreille lisu  00:10:51,724  00:10:53,094  00:00:01,369
d7+d7_s_boucle d'oreille lisu)  00:10:41,670  00:10:43,667  00:00:01,996
d7+d7_s_briquet lisu        00:11:58,574  00:11:59,677  00:00:01,102
d7+d7_s_col d'argent lisu   00:11:39,557  00:11:41,043  00:00:01,486
d7+d7_s_col en argent lisu  00:14:48,019  00:15:07,802  00:00:19,783
d7+d7_s_col en argent lisu_schéma erroné_simple juxtaposition MH+MH_ama prononce MHMH, contrairement à ce qu'elle avait indiqué précédemment_pas de conscience des tons  00:14:36,409  00:14:45,163  00:00:08,753
d7+d7_s_turban lisu         00:11:21,562  00:11:22,816  00:00:01,253
acheter                     00:27:05,939  00:27:06,682  00:00:00,743
"acheter un couteau bai"    00:27:07,750  00:27:09,665  00:00:01,915
"acheter un couteau bai"    00:27:29,960  00:27:30,990  00:00:01,030
"acheter un couteau bai"_ama fait ressortir le changement de niveau tonal entre "couteau" et le verbe  00:27:12,487  00:27:15,203  00:00:02,716
m1_bol                      00:16:30,814  00:16:31,580  00:00:00,766
m2_champ                    00:16:08,499  00:16:09,208  00:00:00,708
d2a_feutre                  00:12:10,347  00:12:11,229  00:00:00,882
d2a_gencive                 00:24:53,028  00:24:53,747  00:00:00,719
d2b_bande molletière        00:05:24,195  00:05:27,748  00:00:03,552
d2b_bande molletière        00:06:09,532  00:06:10,136  00:00:00,603
d2b_tuile                   00:14:16,173  00:14:24,462  00:00:08,289
d3_couteau                  00:08:13,585  00:08:14,397  00:00:00,812
d4_ambre_437               00:01:01,486  00:01:02,484  00:00:00,998
d4_tibétain(250_"tibétain"_HL)  00:00:51,745  00:00:52,128  00:00:00,383
d5a_444b_tapis de selle     00:13:29,582  00:13:30,244  00:00:00,661
d5a_444b_tapis de selle     00:13:32,203  00:13:32,781  00:00:00,577
d5a_tapis de selle          00:23:55,581  00:23:56,371  00:00:00,789
d5a_anneau                  00:04:00,123  00:04:02,816  00:00:02,693
d5b_485_tabouret            00:28:36,723  00:28:38,569  00:00:01,846
d5b_tabouret                00:12:42,480  00:12:43,270  00:00:00,789
d7_boucle d'oreille         00:10:14,201  00:10:14,990  00:00:00,789
d7_briquet)                 00:11:53,489  00:11:54,371  00:00:00,882
d7_turban                   00:11:11,740  00:11:14,689  00:00:02,948
